id,transdate,description,amount,category,accountname
3076,23-Jul-10,,-31.5,Personal Care,CAD CHECKING
3077,24-Jul-10,,-2.07,Fast Food,CAD CHECKING
3078,25-Jul-10,,-7,Transportation,CAD CHECKING
3079,25-Jul-10,,-17.42,Transportation,CAD CREDIT CARD
3080,25-Jul-10,,-28.74,Groceries,CAD CHECKING
3081,26-Jul-10,,-23.24,Groceries,CAD CHECKING
3082,27-Jul-10,,-8.45,Coffee Shops,CAD CHECKING
3083,27-Jul-10,,-13,Transportation,CAD CREDIT CARD
3084,27-Jul-10,,-4.87,Fast Food,CAD CHECKING
3085,28-Jul-10,,-9.46,Fast Food,CAD CHECKING
3086,28-Jul-10,,-59.06,Alcohol & Bars,CAD CHECKING
3087,28-Jul-10,,-26.39,Alcohol & Bars,CAD CHECKING
3088,29-Jul-10,,-5.01,Fast Food,CAD CHECKING
3089,30-Jul-10,,-1.76,Fast Food,CAD CHECKING
3090,30-Jul-10,,-3,Fast Food,CAD CHECKING
3091,30-Jul-10,,-24.16,Alcohol & Bars,CAD CHECKING
3092,30-Jul-10,,-4.91,Fast Food,CAD CHECKING
3093,30-Jul-10,,-304,Alcohol & Bars,CAD CHECKING
3094,30-Jul-10,,-40.88,Restaurants,CAD CHECKING
3095,31-Jul-10,,-6.83,Fast Food,CAD CHECKING
3096,31-Jul-10,,-6.03,Fast Food,CAD CHECKING
3097,31-Jul-10,,-8.02,Coffee Shops,CAD CHECKING
3098,31-Jul-10,,-29.68,Groceries,CAD CHECKING
3099,31-Jul-10,,-25.09,Groceries,CAD CHECKING
3100,31-Jul-10,,-96,Restaurants,CAD CREDIT CARD
3101,1-Aug-10,,867.92,Paycheck,CAD CHECKING
3102,1-Aug-10,,-18,Alcohol & Bars,CAD CREDIT CARD
3103,1-Aug-10,,-7.25,Clothing,CAD CHECKING
3104,1-Aug-10,,-20.42,Restaurants,CAD CHECKING
3105,1-Aug-10,,-4.86,Fast Food,CAD CHECKING
3106,1-Aug-10,,-179.36,Furnishings,CAD CHECKING
3107,1-Aug-10,,-2.77,Fast Food,CAD CHECKING
3108,2-Aug-10,,-4.94,Groceries,CAD CHECKING
3109,2-Aug-10,,-2.45,Groceries,CAD CHECKING
3110,2-Aug-10,,-2.98,Misc Expenses,CAD CHECKING
3111,2-Aug-10,,-9.57,Electronics & Software,CAD CHECKING
3112,2-Aug-10,,-5.35,Fast Food,CAD CHECKING
3113,3-Aug-10,,-5.6,Fast Food,CAD CHECKING
3114,3-Aug-10,,-2.51,Fast Food,CAD CHECKING
3115,4-Aug-10,,-6.53,Groceries,CAD CHECKING
3116,4-Aug-10,,-4.68,Fast Food,CAD CHECKING
3117,4-Aug-10,,-11.6,Home Insurance,CAD CHECKING
3118,4-Aug-10,,-2.2,Transportation,CAD CHECKING
3119,4-Aug-10,,-67.42,Entertainment,CAD CHECKING
3120,4-Aug-10,,-78,Restaurants,CAD CREDIT CARD
3121,4-Aug-10,,-12.23,Groceries,CAD CHECKING
3122,4-Aug-10,,-20,Fast Food,CAD CHECKING
3123,4-Aug-10,,-2.92,Fast Food,CAD CHECKING
3124,4-Aug-10,,-10.55,Misc Expenses,CAD CHECKING
3125,4-Aug-10,,-934.6,Security Deposit,CAD CHECKING
3126,4-Aug-10,,-6.54,Alcohol & Bars,CAD CREDIT CARD
3127,5-Aug-10,,-8.22,Groceries,CAD CHECKING
3128,6-Aug-10,,-30.66,Personal Care,CAD CHECKING
3129,6-Aug-10,,-0.21,Groceries,CAD CHECKING
3130,7-Aug-10,,-1579,Mortgage & Rent,CAD CHECKING
3131,7-Aug-10,,-19.43,Groceries,CAD CHECKING
3132,7-Aug-10,,-14.07,Groceries,CAD CHECKING
3133,8-Aug-10,,-3.1,Fast Food,CAD CHECKING
3134,8-Aug-10,,-8.13,Misc Expenses,CAD CHECKING
3135,8-Aug-10,,-145.02,Furnishings,CAD CHECKING
3136,8-Aug-10,,-1.4,Transportation,CAD CHECKING
3137,8-Aug-10,,-4.57,Groceries,CAD CHECKING
3138,9-Aug-10,,-3.5,Transportation,CAD CHECKING
3139,9-Aug-10,,-3.74,Fast Food,CAD CHECKING
3140,9-Aug-10,,-9.2,Groceries,CAD CHECKING
3141,9-Aug-10,,-3.62,Clothing,CAD CHECKING
3142,10-Aug-10,,-6.6,Fast Food,CAD CHECKING
3143,10-Aug-10,,-4.88,Fast Food,CAD CHECKING
3144,11-Aug-10,,-35.48,Entertainment,CAD CHECKING
3145,11-Aug-10,,-6.4,Coffee Shops,CAD CHECKING
3146,11-Aug-10,,62.6,Paycheck,CAD CHECKING
3147,12-Aug-10,,-8.89,Coffee Shops,CAD CHECKING
3148,12-Aug-10,,-78.08,Utilities,CAD CHECKING
3149,13-Aug-10,,3193.62,Paycheck,CAD CHECKING
3150,13-Aug-10,,43.4,Clothing,CAD CREDIT CARD
3151,13-Aug-10,,-16,Groceries,CAD CHECKING
3152,14-Aug-10,,-16,Alcohol & Bars,CAD CHECKING
3153,14-Aug-10,,-19.08,Utilities,CAD CHECKING
3154,14-Aug-10,,-21.7,Alcohol & Bars,CAD CHECKING
3155,14-Aug-10,,-4.47,Fast Food,CAD CHECKING
3156,14-Aug-10,,-43.87,Furnishings,CAD CHECKING
3157,14-Aug-10,,-14.06,Coffee Shops,CAD CHECKING
3158,15-Aug-10,,-17.26,Groceries,CAD CHECKING
3159,15-Aug-10,,-48.74,Furnishings,CAD CHECKING
3160,15-Aug-10,,-1331.86,Furnishings,CAD CHECKING
3161,15-Aug-10,,-391,Mortgage & Rent,CAD CHECKING
3162,15-Aug-10,,-16.03,Fast Food,CAD CHECKING
3163,16-Aug-10,,-2,Fast Food,CAD CHECKING
3164,16-Aug-10,,-7.79,Coffee Shops,CAD CHECKING
3165,17-Aug-10,,-1.62,Fast Food,CAD CHECKING
3166,17-Aug-10,,-22.46,Groceries,CAD CHECKING
3167,18-Aug-10,,-11.89,Coffee Shops,CAD CHECKING
3168,18-Aug-10,,-9,Alcohol & Bars,CAD CREDIT CARD
3169,18-Aug-10,,-621,Mortgage & Rent,CAD CHECKING
3170,19-Aug-10,,-3.1,Transportation,CAD CHECKING
3171,19-Aug-10,,-3.13,Fast Food,CAD CHECKING
3172,19-Aug-10,,-34.26,Clothing,CAD CHECKING
3173,19-Aug-10,,-76.15,Clothing,CAD CHECKING
3174,20-Aug-10,,-62,Entertainment,CAD CREDIT CARD
3175,20-Aug-10,,-54.87,Clothing,CAD CHECKING
3176,20-Aug-10,,-78.65,Clothing,CAD CHECKING
3177,20-Aug-10,,-254.67,Furnishings,CAD CHECKING
3178,21-Aug-10,,-89.62,Furnishings,CAD CHECKING
3179,22-Aug-10,,-10,Fast Food,CAD CHECKING
3180,22-Aug-10,,-3,Transportation,CAD CHECKING
3181,23-Aug-10,,-7.02,Fast Food,CAD CHECKING
3182,23-Aug-10,,-28.86,Alcohol & Bars,CAD CHECKING
3183,23-Aug-10,,-2.77,Fast Food,CAD CHECKING
3184,23-Aug-10,,-2.5,Transportation,CAD CHECKING
3185,23-Aug-10,,-2.4,Transportation,CAD CHECKING
3186,24-Aug-10,,-3.7,Transportation,CAD CREDIT CARD
3187,24-Aug-10,,-9.21,Groceries,CAD CHECKING
3188,25-Aug-10,,-5.96,Groceries,CAD CHECKING
3189,25-Aug-10,,-7.64,Fast Food,CAD CHECKING
3190,26-Aug-10,,-11.01,Fast Food,CAD CHECKING
3191,26-Aug-10,,-7,Coffee Shops,CAD CHECKING
3192,26-Aug-10,,-4.14,Fast Food,CAD CHECKING
3193,26-Aug-10,,-30.06,Groceries,CAD CHECKING
3194,27-Aug-10,,-15.3,Coffee Shops,CAD CHECKING
3195,30-Aug-10,,-27.9,Personal Care,CAD CHECKING
3196,30-Aug-10,,-40.15,Utilities,CAD CHECKING
3197,30-Aug-10,,-7,Hair,CAD CHECKING
3198,30-Aug-10,,-5.1,Coffee Shops,CAD CHECKING
3199,30-Aug-10,,-13.14,Groceries,CAD CHECKING
3200,31-Aug-10,,-6.1,Fast Food,CAD CHECKING
3201,31-Aug-10,,-35.8,Utilities,CAD CHECKING
3202,1-Sep-10,,1000,Transfer,CAD CHECKING
3203,1-Sep-10,,-14.66,Coffee Shops,CAD CHECKING
3204,1-Sep-10,,-990.23,Paycheck,CAD CHECKING
3205,1-Sep-10,,1474.16,Paycheck,CAD CHECKING
3206,1-Sep-10,,-9.41,Fast Food,CAD CHECKING
3207,1-Sep-10,,-11.02,Home Insurance,CAD CHECKING
3208,1-Sep-10,,-49.8,Hair,CAD CHECKING
3209,1-Sep-10,,-1.53,Fast Food,CAD CHECKING
3210,1-Sep-10,,-9.96,Coffee Shops,CAD CHECKING
3211,1-Sep-10,,-21.53,Clothing,CAD CHECKING
3212,2-Sep-10,,-11,Alcohol & Bars,CAD CREDIT CARD
3213,2-Sep-10,,-71.97,Groceries,CAD CHECKING
3214,3-Sep-10,,984,Mortgage & Rent,CAD CHECKING
3215,3-Sep-10,,-4.15,Fast Food,CAD CHECKING
3216,3-Sep-10,,-6.62,Fast Food,CAD CHECKING
3217,4-Sep-10,,-2117,Mortgage & Rent,CAD CHECKING
3218,4-Sep-10,,-3.49,Fast Food,CAD CHECKING
3219,4-Sep-10,,-1.7,Fast Food,CAD CHECKING
3220,5-Sep-10,,-22.24,Alcohol & Bars,CAD CHECKING
3221,6-Sep-10,,-14.28,Groceries,CAD CHECKING
3222,7-Sep-10,,-3.43,Fast Food,CAD CHECKING
3223,8-Sep-10,,-22,Groceries,CAD CHECKING
3224,9-Sep-10,,-7.4,Coffee Shops,CAD CHECKING
3225,9-Sep-10,,-27.55,Groceries,CAD CHECKING
3226,9-Sep-10,,-4.3,Fast Food,CAD CHECKING
3227,9-Sep-10,,-3.7,Transportation,CAD CHECKING
3228,9-Sep-10,,-19.66,Furnishings,CAD CHECKING
3229,10-Sep-10,,-2.7,Transportation,CAD CHECKING
3230,11-Sep-10,,-44,Restaurants,CAD CHECKING
3231,11-Sep-10,,-2.6,Fast Food,CAD CHECKING
3232,11-Sep-10,,-23,Gas & Fuel,CAD CHECKING
3233,12-Sep-10,,-38.9,Transportation,CAD CHECKING
3234,13-Sep-10,,-19.83,Alcohol & Bars,CAD CHECKING
3235,13-Sep-10,,-37.34,Groceries,CAD CHECKING
3236,14-Sep-10,,-14.5,Transportation,CAD CHECKING
3237,14-Sep-10,,-3.3,Fast Food,CAD CHECKING
3238,15-Sep-10,,-105.6,Alcohol & Bars,CAD CHECKING
3239,16-Sep-10,,1241.4,Paycheck,CAD CHECKING
3240,16-Sep-10,,-45.19,Clothing,CAD CHECKING
3241,17-Sep-10,,-2.27,Fast Food,CAD CHECKING
3242,17-Sep-10,,-3,Fast Food,CAD CHECKING
3243,17-Sep-10,,-8.02,Fast Food,CAD CHECKING
3244,18-Sep-10,,14.2,Paycheck,CAD CHECKING
3245,18-Sep-10,,-8.09,Fast Food,CAD CHECKING
3246,18-Sep-10,,-2.2,Transportation,CAD CHECKING
3247,18-Sep-10,,-26.12,Groceries,CAD CHECKING
3248,18-Sep-10,,-5,Restaurants,CAD CHECKING
3249,18-Sep-10,,-18.8,Restaurants,CAD CHECKING
3250,19-Sep-10,,-1.99,Fast Food,CAD CHECKING
3251,21-Sep-10,,-16.24,Personal Care,CAD CHECKING
3252,21-Sep-10,,-290,Entertainment,CAD CHECKING
3253,21-Sep-10,,-17.88,Coffee Shops,CAD CHECKING
3254,22-Sep-10,,-7.4,Fast Food,CAD CHECKING
3255,22-Sep-10,,-7.71,Coffee Shops,CAD CHECKING
3256,22-Sep-10,,-12.2,Fast Food,CAD CHECKING
3257,22-Sep-10,,-4.39,Fast Food,CAD CHECKING
3258,23-Sep-10,,-2.09,Fast Food,CAD CHECKING
3259,24-Sep-10,,-1,Fast Food,CAD CHECKING
3260,24-Sep-10,,-69,Gift,CAD CHECKING
3261,25-Sep-10,,-5.22,Fast Food,CAD CHECKING
3262,25-Sep-10,,-20,Restaurants,CAD CREDIT CARD
3263,25-Sep-10,,-6.09,Fast Food,CAD CHECKING
3264,25-Sep-10,,-6.58,Restaurants,CAD CHECKING
3265,25-Sep-10,,-5,Bank Fee,CAD CREDIT CARD
3266,25-Sep-10,,-8.52,Fast Food,CAD CHECKING
3267,26-Sep-10,,-6.65,Coffee Shops,CAD CHECKING
3268,26-Sep-10,,-8.52,Fast Food,CAD CHECKING
3269,26-Sep-10,,-9.29,Fast Food,CAD CHECKING
3270,27-Sep-10,,-4.8,Fast Food,CAD CHECKING
3271,27-Sep-10,,-5.09,Fast Food,CAD CHECKING
3272,27-Sep-10,,-9.62,Restaurants,CAD CHECKING
3273,28-Sep-10,,-17.06,Restaurants,CAD CHECKING
3274,28-Sep-10,,-34,Charity,CAD CREDIT CARD
3275,28-Sep-10,,-77.06,Restaurants,CAD CREDIT CARD
3276,28-Sep-10,,791.39,Paycheck,CAD CHECKING
3277,28-Sep-10,,-14.69,Groceries,CAD CHECKING
3278,29-Sep-10,,-14,Alcohol & Bars,CAD CREDIT CARD
3279,29-Sep-10,,-13.47,Fast Food,CAD CHECKING
3280,29-Sep-10,,-5.14,Home Insurance,CAD CHECKING
3281,30-Sep-10,,-4.4,Fast Food,CAD CHECKING
3282,30-Sep-10,,-1.2,Misc Expenses,CAD CHECKING
3283,30-Sep-10,,-1.31,Fast Food,CAD CHECKING
3284,30-Sep-10,,-53.5,Restaurants,CAD CREDIT CARD
3285,2-Oct-10,,-17.59,Gas & Fuel,CAD CREDIT CARD
3286,2-Oct-10,,-108.4,Clothing,CAD CREDIT CARD
3287,3-Oct-10,,-17.32,Gas & Fuel,CAD CREDIT CARD
3288,3-Oct-10,,-25.54,Parking,CAD CREDIT CARD
3289,3-Oct-10,,-18.15,Restaurants,CAD CREDIT CARD
3290,3-Oct-10,,-58.36,Clothing,CAD CREDIT CARD
3291,3-Oct-10,,-63.58,Clothing,CAD CREDIT CARD
3292,3-Oct-10,,-1183.15,Electronics & Software,CAD CREDIT CARD
3293,3-Oct-10,,-6.5,Fast Food,CAD CHECKING
3294,4-Oct-10,,-8,Restaurants,CAD CREDIT CARD
3295,4-Oct-10,,-12.9,Coffee Shops,CAD CHECKING
3296,4-Oct-10,,-29.22,Restaurants,CAD CREDIT CARD
3297,4-Oct-10,,-29.56,Clothing,CAD CREDIT CARD
3298,4-Oct-10,,-59.47,Clothing,CAD CREDIT CARD
3299,4-Oct-10,,-48.65,Travel,CAD CREDIT CARD
3300,4-Oct-10,,182.58,Taxes,CAD CHECKING
3301,5-Oct-10,,-89.12,Gas & Fuel,CAD CHECKING
3302,5-Oct-10,,-162.85,Clothing,CAD CREDIT CARD
3303,6-Oct-10,,-19.7,Clothing,CAD CREDIT CARD
3304,6-Oct-10,,-40.65,Clothing,CAD CREDIT CARD
3305,6-Oct-10,,-41.52,Clothing,CAD CREDIT CARD
3306,6-Oct-10,,-3.23,Fast Food,CAD CHECKING
3307,6-Oct-10,,-4.53,Fast Food,CAD CHECKING
3308,7-Oct-10,,-5.2,Fast Food,CAD CHECKING
3309,7-Oct-10,,-12.1,Transportation,CAD CHECKING
3310,8-Oct-10,,-827,Mortgage & Rent,CAD CHECKING
3311,8-Oct-10,,-2.1,Fast Food,CAD CHECKING
3312,10-Oct-10,,-5.13,Personal Care,CAD CHECKING
3313,10-Oct-10,,-2.6,Transportation,CAD CHECKING
3314,10-Oct-10,,-14.8,Transportation,CAD CHECKING
3315,10-Oct-10,,-11.29,Groceries,CAD CHECKING
3316,11-Oct-10,,-52.5,Hair,CAD CHECKING
3317,11-Oct-10,,-51,Alcohol & Bars,CAD CHECKING
3318,12-Oct-10,,-6.41,Fast Food,CAD CHECKING
3319,12-Oct-10,,-19.03,Groceries,CAD CHECKING
3320,12-Oct-10,,-15,Bank Fee,CAD CREDIT CARD
3321,13-Oct-10,,-7.4,Fast Food,CAD CHECKING
3322,13-Oct-10,,1660.37,Paycheck,CAD CHECKING
3323,13-Oct-10,,-7.1,Coffee Shops,CAD CHECKING
3324,14-Oct-10,,-4.48,Coffee Shops,CAD CHECKING
3325,14-Oct-10,,-6,Hair,CAD CHECKING
3326,14-Oct-10,,-17.9,Groceries,CAD CHECKING
3327,15-Oct-10,,-9,Fast Food,CAD CHECKING
3328,15-Oct-10,,-7.02,Electronics & Software,CAD CHECKING
3329,16-Oct-10,,-7.36,Groceries,CAD CHECKING
3330,16-Oct-10,,-7.46,Fast Food,CAD CHECKING
3331,16-Oct-10,,-23.21,Health & Fitness,CAD CHECKING
3332,16-Oct-10,,-45,Utilities,CAD CHECKING
3333,16-Oct-10,,-76,Utilities,CAD CHECKING
3334,17-Oct-10,,-1215,Credit Card Payment,CAD CHECKING
3335,17-Oct-10,,-15,Restaurants,CAD CREDIT CARD
3336,17-Oct-10,,-44.35,Restaurants,CAD CHECKING
3337,18-Oct-10,,-19.93,Groceries,CAD CHECKING
3338,19-Oct-10,,-8.52,Fast Food,CAD CHECKING
3339,19-Oct-10,,-8.02,Coffee Shops,CAD CHECKING
3340,20-Oct-10,,1815,Credit Card Payment,CAD CREDIT CARD
3341,20-Oct-10,,-8,Coffee Shops,CAD CHECKING
3342,20-Oct-10,,851.19,Paycheck,CAD CHECKING
3343,20-Oct-10,,-77,Restaurants,CAD CREDIT CARD
3344,21-Oct-10,,-13.09,Coffee Shops,CAD CHECKING
3345,22-Oct-10,,-10.1,Groceries,CAD CHECKING
3346,23-Oct-10,,-16.71,Groceries,CAD CHECKING
3347,23-Oct-10,,-11.19,Fast Food,CAD CHECKING
3348,23-Oct-10,,-8.7,Groceries,CAD CHECKING
3349,23-Oct-10,,-3.56,Fast Food,CAD CHECKING
3350,26-Oct-10,,-17.33,Coffee Shops,CAD CHECKING
3351,26-Oct-10,,-10,Coffee Shops,CAD CHECKING
3352,27-Oct-10,,-6.72,Groceries,CAD CHECKING
3353,27-Oct-10,,-49,Alcohol & Bars,CAD CREDIT CARD
3354,27-Oct-10,,1068.2,Paycheck,CAD CHECKING
3355,27-Oct-10,,-428.04,Electronics & Software,CAD CHECKING
3356,27-Oct-10,,-802.6,Travel,CAD CREDIT CARD
3357,29-Oct-10,,-40.84,Fast Food,CAD CHECKING
3358,30-Oct-10,,-9.55,Coffee Shops,CAD CHECKING
3359,30-Oct-10,,-5.39,Home Insurance,CAD CHECKING
3360,31-Oct-10,,2208.97,Paycheck,CAD CHECKING
3361,31-Oct-10,,-41.9,Restaurants,CAD CHECKING
3362,31-Oct-10,,-91.5,Furnishings,CAD CHECKING
3363,2-Nov-10,,-199.06,Furnishings,CAD CHECKING
3364,2-Nov-10,,-4.58,Fast Food,CAD CHECKING
3365,2-Nov-10,,-14.6,Coffee Shops,CAD CHECKING
3366,2-Nov-10,,-28.28,Groceries,CAD CHECKING
3367,2-Nov-10,,-3.24,Fast Food,CAD CHECKING
3368,4-Nov-10,,-8.11,Groceries,CAD CHECKING
3369,5-Nov-10,,-10.38,Groceries,CAD CHECKING
3370,6-Nov-10,,-2.46,Groceries,CAD CHECKING
3371,6-Nov-10,,-43.35,Restaurants,CAD CHECKING
3372,6-Nov-10,,-12.5,Groceries,CAD CHECKING
3373,7-Nov-10,,-7.27,Coffee Shops,CAD CHECKING
3374,7-Nov-10,,-4.58,Fast Food,CAD CHECKING
3375,7-Nov-10,,-90,Utilities,CAD CHECKING
3376,7-Nov-10,,-1233,Mortgage & Rent,CAD CHECKING
3377,8-Nov-10,,-1.16,Fast Food,CAD CHECKING
3378,8-Nov-10,,-6.39,Fast Food,CAD CHECKING
3379,8-Nov-10,,-2869.69,Paycheck,CAD CHECKING
3380,9-Nov-10,,-13.7,Groceries,CAD CHECKING
3381,9-Nov-10,,-7.92,Fast Food,CAD CHECKING
3382,9-Nov-10,,-20,Utilities,CAD CHECKING
3383,9-Nov-10,,-17.73,Coffee Shops,CAD CHECKING
3384,9-Nov-10,,-125,Restaurants,CAD CHECKING
3385,9-Nov-10,,-29.25,Restaurants,CAD CHECKING
3386,10-Nov-10,,-540,Credit Card Payment,CAD CHECKING
3387,10-Nov-10,,1000,Credit Card Payment,CAD CREDIT CARD
3388,10-Nov-10,,-9.6,Fast Food,CAD CHECKING
3389,10-Nov-10,,-7.88,Coffee Shops,CAD CHECKING
3390,11-Nov-10,,-2.95,Gift,CAD CHECKING
3391,12-Nov-10,,-5.23,Misc Expenses,CAD CHECKING
3392,12-Nov-10,,-22.25,Entertainment,CAD CHECKING
3393,14-Nov-10,,-118.21,Utilities,CAD CHECKING
3394,14-Nov-10,,-1.61,Misc Expenses,CAD CHECKING
3395,14-Nov-10,,-3.8,Travel,CAD CREDIT CARD
3396,15-Nov-10,,-4.16,Fast Food,CAD CHECKING
3397,15-Nov-10,,-11.83,Groceries,CAD CHECKING
3398,15-Nov-10,,1691.41,Paycheck,CAD CHECKING
3399,15-Nov-10,,-42,Restaurants,CAD CREDIT CARD
3400,15-Nov-10,,-15.48,Coffee Shops,CAD CREDIT CARD
3401,16-Nov-10,,-19.43,Fast Food,CAD CREDIT CARD
3402,17-Nov-10,,-33,Travel,CAD CREDIT CARD
3403,17-Nov-10,,-9.3,Coffee Shops,CAD CREDIT CARD
3404,17-Nov-10,,-17.53,Restaurants,CAD CREDIT CARD
3405,17-Nov-10,,-7.02,Coffee Shops,CAD CREDIT CARD
3406,18-Nov-10,,-14.33,Coffee Shops,CAD CREDIT CARD
3407,19-Nov-10,,-24.4,Alcohol & Bars,CAD CREDIT CARD
3408,20-Nov-10,,-11.91,Fast Food,CAD CHECKING
3409,20-Nov-10,,-36.61,Electronics & Software,CAD CHECKING
3410,20-Nov-10,,-5.14,Personal Care,CAD CHECKING
3411,21-Nov-10,,-10.58,Coffee Shops,CAD CREDIT CARD
3412,21-Nov-10,,-11.09,Groceries,CAD CHECKING
3413,21-Nov-10,,-19.49,Furnishings,CAD CHECKING
3414,22-Nov-10,,-6.08,Groceries,CAD CHECKING
3415,22-Nov-10,,-9.98,Coffee Shops,CAD CHECKING
3416,22-Nov-10,,-2.27,Fast Food,CAD CHECKING
3417,23-Nov-10,,-5.92,Groceries,CAD CHECKING
3418,23-Nov-10,,-8.17,Groceries,CAD CHECKING
3419,23-Nov-10,,-4.93,Coffee Shops,CAD CHECKING
3420,24-Nov-10,,-26.64,Alcohol & Bars,CAD CHECKING
3421,25-Nov-10,,-10.67,Fast Food,CAD CHECKING
3422,25-Nov-10,,-11.4,Coffee Shops,CAD CHECKING
3423,26-Nov-10,,-11.55,Coffee Shops,CAD CHECKING
3424,26-Nov-10,,-3.27,Fast Food,CAD CHECKING
3425,27-Nov-10,,-2,Fast Food,CAD CHECKING
3426,27-Nov-10,,-4.56,Fast Food,CAD CHECKING
3427,28-Nov-10,,-3.23,Fast Food,CAD CHECKING
3428,28-Nov-10,,-2.22,Fast Food,CAD CHECKING
3429,28-Nov-10,,-2.86,Fast Food,CAD CHECKING
3430,29-Nov-10,,1862.1,Paycheck,CAD CHECKING
3431,29-Nov-10,,-3.21,Fast Food,CAD CHECKING
3432,29-Nov-10,,-50,Alcohol & Bars,CAD CREDIT CARD
3433,30-Nov-10,,-1.45,Fast Food,CAD CHECKING
3434,30-Nov-10,,-20.65,Personal Care,CAD CHECKING
3435,30-Nov-10,,-9,Alcohol & Bars,CAD CHECKING
3436,1-Dec-10,,-8.05,Fast Food,CAD CHECKING
3437,1-Dec-10,,-19,Restaurants,CAD CHECKING
3438,1-Dec-10,,-18.3,Restaurants,CAD CHECKING
3439,1-Dec-10,,-16.14,Restaurants,CAD CHECKING
3440,1-Dec-10,,-9.04,Groceries,CAD CHECKING
3441,1-Dec-10,,-49.17,Utilities,CAD CHECKING
3442,1-Dec-10,,-4.09,Fast Food,CAD CHECKING
3443,1-Dec-10,,-1.29,Fast Food,CAD CHECKING
3444,2-Dec-10,,-4.84,Groceries,CAD CHECKING
3445,2-Dec-10,,-10,Coffee Shops,CAD CHECKING
3446,3-Dec-10,,-4.73,Home Insurance,CAD CHECKING
3447,3-Dec-10,,-20,Hair,CAD CHECKING
3448,3-Dec-10,,-1349,Mortgage & Rent,CAD CHECKING
3449,3-Dec-10,,-34.55,Entertainment,CAD CHECKING
3450,3-Dec-10,,-15,Furnishings,CAD CHECKING
3451,3-Dec-10,,-21.61,Coffee Shops,CAD CHECKING
3452,4-Dec-10,,-8.05,Fast Food,CAD CHECKING
3453,4-Dec-10,,-5,Fast Food,CAD CHECKING
3454,5-Dec-10,,-19.41,Alcohol & Bars,CAD CREDIT CARD
3455,5-Dec-10,,-8.1,Restaurants,CAD CHECKING
3456,6-Dec-10,,-3,Fast Food,CAD CHECKING
3457,6-Dec-10,,-6.65,Coffee Shops,CAD CHECKING
3458,7-Dec-10,,-9.8,Groceries,CAD CHECKING
3459,7-Dec-10,,-6.16,Fast Food,CAD CHECKING
3460,7-Dec-10,,-5.34,Entertainment,CAD CHECKING
3461,7-Dec-10,,-4.26,Groceries,CAD CHECKING
3462,8-Dec-10,,-6.94,Groceries,CAD CHECKING
3463,8-Dec-10,,-4.07,Fast Food,CAD CHECKING
3464,8-Dec-10,,-2.4,Transportation,CAD CHECKING
3465,8-Dec-10,,-2.44,Fast Food,CAD CHECKING
3466,9-Dec-10,,-10.34,Fast Food,CAD CHECKING
3467,10-Dec-10,,-9.98,Coffee Shops,CAD CHECKING
3468,10-Dec-10,,-16.08,Groceries,CAD CHECKING
3469,10-Dec-10,,-2.11,Fast Food,CAD CHECKING
3470,10-Dec-10,,-5.62,Coffee Shops,CAD CHECKING
3471,10-Dec-10,,-9.88,Fast Food,CAD CHECKING
3472,10-Dec-10,,-7.27,Coffee Shops,CAD CHECKING
3473,10-Dec-10,,-6.2,Fast Food,CAD CHECKING
3474,10-Dec-10,,-103.8,Health & Fitness,CAD CHECKING
3475,11-Dec-10,,-4.11,Fast Food,CAD CHECKING
3476,11-Dec-10,,-50.56,Restaurants,CAD CHECKING
3477,11-Dec-10,,-4.87,Coffee Shops,CAD CHECKING
3478,11-Dec-10,,-13.46,Groceries,CAD CHECKING
3479,12-Dec-10,,-5.64,Entertainment,CAD CHECKING
3480,12-Dec-10,,-22.03,Coffee Shops,CAD CHECKING
3481,12-Dec-10,,-2.12,Fast Food,CAD CHECKING
3482,13-Dec-10,,-5.49,Coffee Shops,CAD CHECKING
3483,13-Dec-10,,-9.08,Entertainment,CAD CHECKING
3484,13-Dec-10,,-160,Health & Fitness,CAD CHECKING
3485,14-Dec-10,,-11,Coffee Shops,CAD CHECKING
3486,14-Dec-10,,-24.53,Fast Food,CAD CHECKING
3487,14-Dec-10,,-1.01,Electronics & Software,CAD CREDIT CARD
3488,14-Dec-10,,-7.38,Fast Food,CAD CHECKING
3489,15-Dec-10,,-3.71,Personal Care,CAD CHECKING
3490,15-Dec-10,,1163.81,Paycheck,CAD CHECKING
3491,15-Dec-10,,-2.32,Fast Food,CAD CHECKING
3492,15-Dec-10,,-10.65,Coffee Shops,CAD CHECKING
3493,15-Dec-10,,-14,Alcohol & Bars,CAD CREDIT CARD
3494,16-Dec-10,,-2.54,Fast Food,CAD CHECKING
3495,16-Dec-10,,-30.7,Restaurants,CAD CHECKING
3496,17-Dec-10,,-2.16,Fast Food,CAD CHECKING
3497,17-Dec-10,,-190.9,Health & Fitness,CAD CHECKING
3498,17-Dec-10,,-16.69,Entertainment,CAD CHECKING
3499,17-Dec-10,,-95.19,Clothing,CAD CHECKING
3500,18-Dec-10,,-65.89,Gas & Fuel,CAD CHECKING
3501,18-Dec-10,,-1.68,Furnishings,CAD CHECKING
3502,18-Dec-10,,-39.73,Furnishings,CAD CHECKING
3503,18-Dec-10,,-97.93,Clothing,CAD CHECKING
3504,18-Dec-10,,-2.95,Fast Food,CAD CHECKING
3505,18-Dec-10,,-87.53,Clothing,CAD CREDIT CARD
3506,19-Dec-10,,-2.86,Fast Food,CAD CHECKING
